,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
919,جلسات وناسة 2009,10,31tPp9jfkG7m7Wxz5mi4oZ,جلب الكاس,spotify:track:31tPp9jfkG7m7Wxz5mi4oZ,0.741,0.648,0.654,0.195,0.625,-7.735,0.043,113.741,0.766,1
920,جلسات وناسة 2009,11,5W0Kz35EpOtVKMn4leCRSg,سألنا عنك,spotify:track:5W0Kz35EpOtVKMn4leCRSg,0.292,0.436,0.791,0.000534,0.125,-4.376,0.0707,152.471,0.722,2
921,جلسات وناسة 2009,12,32BJg0mNkfl3CB3TmNMyDL,لو بغيت اضحك,spotify:track:32BJg0mNkfl3CB3TmNMyDL,0.53,0.49,0.772,0.0296,0.765,-5.553,0.0624,141.172,0.789,1
922,جلسات وناسة 2009,14,6Z5EjgD0O7nqoTetQq3hwp,دنيا حظوظ,spotify:track:6Z5EjgD0O7nqoTetQq3hwp,0.355,0.574,0.755,0.00624,0.48,-4.372,0.0659,85.565,0.81,1
923,جلسات وناسة 2009,15,6TZ0QmMzuEhn9PdBf15JKh,الله كريم,spotify:track:6TZ0QmMzuEhn9PdBf15JKh,0.696,0.461,0.704,0,0.745,-4.974,0.062,91.678,0.758,5
924,جلسات وناسة 2009,17,0cgqtuHOkQEyOXJTQYtgoD,مر ظبي,spotify:track:0cgqtuHOkQEyOXJTQYtgoD,0.753,0.541,0.831,0.104,0.628,-6.62,0.0489,145.854,0.899,0
925,جلسات وناسة 2009,20,201zmvs5j27YbszQwct2gd,من هو حبيبك,spotify:track:201zmvs5j27YbszQwct2gd,0.539,0.569,0.735,0.00186,0.252,-5.612,0.0436,138.187,0.581,1
926,جلسات وناسة 2009,22,1148Roq84Agxd29UgLkKGS,ياغداره,spotify:track:1148Roq84Agxd29UgLkKGS,0.678,0.447,0.781,2.9e-06,0.659,-3.963,0.175,87.922,0.566,3
927,جلسات وناسة 2009,23,51iD5Zz3gd2AtPDAtsEmjb,فمان الله,spotify:track:51iD5Zz3gd2AtPDAtsEmjb,0.741,0.368,0.779,0.0052,0.608,-5.84,0.0519,78.695,0.544,2
928,نور عيني,1,2khMJckgf597CDTurkww8J,وش جاه,spotify:track:2khMJckgf597CDTurkww8J,0.399,0.601,0.853,0,0.275,-4.465,0.235,92.924,0.757,31
929,نور عيني,2,3wY0cStb0nF40nJnrgoQun,بلا حب,spotify:track:3wY0cStb0nF40nJnrgoQun,0.00847,0.446,0.823,0,0.198,-3.132,0.237,171.896,0.567,23
930,نور عيني,3,2K6wLdCRuz7iFhB77wY6HH,إللى لقى أحبابه,spotify:track:2K6wLdCRuz7iFhB77wY6HH,0.135,0.484,0.827,0,0.0989,-4.574,0.11,81.578,0.666,31
931,نور عيني,4,4OXZzT4AA5brBpTvh5ijcN,الريش,spotify:track:4OXZzT4AA5brBpTvh5ijcN,0.0101,0.595,0.831,2.49e-06,0.0508,-3.61,0.122,143.254,0.767,15
932,نور عيني,5,6sR0gCVYVfKjQzqx1v20bC,ويلاه,spotify:track:6sR0gCVYVfKjQzqx1v20bC,0.302,0.403,0.791,0,0.196,-5.352,0.318,87.321,0.569,23
933,نور عيني,6,3l9aC87I3LPcFuIRBp2SzY,اسمعك,spotify:track:3l9aC87I3LPcFuIRBp2SzY,0.648,0.66,0.664,0,0.154,-5.333,0.0415,135.112,0.773,17
934,نور عيني,7,4hcu9axx72TrWHneeU4Wfa,نور عينى,spotify:track:4hcu9axx72TrWHneeU4Wfa,0.192,0.546,0.692,1.4e-06,0.0669,-5.032,0.0603,89.945,0.448,12
935,نور عيني,8,4XE7QMmSHQ7XNI1qlco7yt,ناوى ترجع,spotify:track:4XE7QMmSHQ7XNI1qlco7yt,0.253,0.625,0.707,0,0.108,-4.655,0.169,135.023,0.327,11
936,نور عيني,9,5hL3mit2mpk7zpZt0JJzbZ,يا حبك للمشاكل,spotify:track:5hL3mit2mpk7zpZt0JJzbZ,0.19,0.599,0.876,0,0.32,-4.31,0.325,161.671,0.568,10
937,نور عيني,10,6OQI1FXPS7XLQPRIZbJtAl,يلومونى,spotify:track:6OQI1FXPS7XLQPRIZbJtAl,0.114,0.53,0.804,6.38e-05,0.315,-5.32,0.131,163.754,0.706,14
938,نور عيني,11,61236eCRnDe10vLsdytqeB,سقانى,spotify:track:61236eCRnDe10vLsdytqeB,0.0133,0.608,0.793,4.24e-06,0.094,-3.922,0.174,143.208,0.611,12
939,نور عيني,12,0pux4cj88FQUvws1V2PRkT,يمه ارحمينى,spotify:track:0pux4cj88FQUvws1V2PRkT,0.194,0.591,0.815,1.08e-06,0.0765,-6.144,0.246,82.363,0.764,7
940,نور عيني,13,0NKDbZpAVl1lxosNKlJIq8,مستريح البال,spotify:track:0NKDbZpAVl1lxosNKlJIq8,0.326,0.525,0.855,0,0.392,-5.107,0.224,78.104,0.712,9
941,نور عيني,14,3oySi40NXz9dgt0jCw4vUW,كثر السنين,spotify:track:3oySi40NXz9dgt0jCw4vUW,0.0752,0.57,0.742,0,0.13,-4.521,0.102,139.99,0.646,13
942,نور عيني,15,7xJKgpWZTwdyMFLcXk8eho,با هلا,spotify:track:7xJKgpWZTwdyMFLcXk8eho,0.152,0.562,0.817,0,0.108,-4.629,0.0956,146.018,0.673,7
943,نور عيني,16,49tErRUfA0TiwgXAMuXnd3,اجيبه,spotify:track:49tErRUfA0TiwgXAMuXnd3,0.0214,0.645,0.938,6.26e-05,0.295,-4.681,0.092,150.025,0.88,18
944,سلامات,1,1TTIWqVY0mDuXYwL5eMWp8,سلامات,spotify:track:1TTIWqVY0mDuXYwL5eMWp8,0.0473,0.451,0.728,0,0.0208,-6.061,0.13,81.549,0.609,5
945,سلامات,2,1HhzjUzUBA3JHRGfVYkfRd,هّلي,spotify:track:1HhzjUzUBA3JHRGfVYkfRd,0.352,0.383,0.803,0,0.0361,-5.22,0.232,202.931,0.787,2
946,سلامات,3,10D8k235TezC9bPfLGPWTG,تنحط عالجرح,spotify:track:10D8k235TezC9bPfLGPWTG,0.391,0.644,0.719,0,0.0707,-5.502,0.104,86.003,0.881,8
947,سلامات,4,3fVFZFU3wEB1nf5a9Ym5AA,عشان الحب,spotify:track:3fVFZFU3wEB1nf5a9Ym5AA,0.0731,0.517,0.649,1.2e-06,0.105,-7.154,0.0353,120.591,0.366,3
948,سلامات,6,5Iq4IPBltoKvpZCItVaBKu,ساحرني,spotify:track:5Iq4IPBltoKvpZCItVaBKu,0.138,0.588,0.809,0,0.0497,-6.429,0.136,166.851,0.793,1
949,سلامات,7,1khGf352AUTTBg8s8za1We,صابر,spotify:track:1khGf352AUTTBg8s8za1We,0.219,0.563,0.723,1.38e-06,0.107,-7.273,0.0656,111.968,0.535,0
950,سلامات,9,3MaDiJjtCZYHjjJVrMpOb3,جلمود,spotify:track:3MaDiJjtCZYHjjJVrMpOb3,0.435,0.572,0.834,0,0.372,-6.779,0.147,95.882,0.549,1
951,سلامات,10,2lvrX65dsbVhabWyv14Oqw,عيوني لك,spotify:track:2lvrX65dsbVhabWyv14Oqw,0.0925,0.603,0.705,0,0.126,-6.758,0.0921,149.437,0.836,1
952,سلامات,12,2njrtuxFf14pji7ThSPUfh,ضيعوني,spotify:track:2njrtuxFf14pji7ThSPUfh,0.203,0.608,0.805,0,0.177,-6.334,0.0628,148.01,0.636,2
953,سلامات,13,1XFHsJkSslfOhLXOVhrvFl,ليل المحبة,spotify:track:1XFHsJkSslfOhLXOVhrvFl,0.29,0.343,0.772,0,0.0811,-6.356,0.0834,82.078,0.498,0
954,سلامات,14,4qk2PCDmaI9MQ8NaazvS5e,مرتاح,spotify:track:4qk2PCDmaI9MQ8NaazvS5e,0.0481,0.603,0.705,0,0.0718,-7.165,0.169,75.633,0.823,1
955,سلامات,15,4fySmB73ZPNSl6tZxxCH38,وصية,spotify:track:4fySmB73ZPNSl6tZxxCH38,0.181,0.596,0.723,0,0.215,-7.018,0.0987,142.817,0.554,1
956,Salamat,1,2e5KkGUj8kKaYKwwQTlMld,Salamat,spotify:track:2e5KkGUj8kKaYKwwQTlMld,0.0512,0.471,0.737,0,0.0132,-5.494,0.121,81.751,0.58,4
957,Salamat,2,6Y5uwbkxMUXl0y6X57sHG0,Haly,spotify:track:6Y5uwbkxMUXl0y6X57sHG0,0.322,0.575,0.805,0,0.0422,-5.108,0.172,101.236,0.765,5
958,Salamat,3,6DfpP9hoOPHmjZ3PDpzc6L,Tenhat Al Aljarh,spotify:track:6DfpP9hoOPHmjZ3PDpzc6L,0.235,0.545,0.799,3.17e-06,0.0671,-5.732,0.104,86.827,0.755,7
959,Salamat,4,3dvkSgIzycWcKuEITX4PRE,Ashan Alhob,spotify:track:3dvkSgIzycWcKuEITX4PRE,0.0725,0.541,0.643,0,0.103,-6.575,0.0319,120.823,0.384,0
960,Salamat,5,6Xd2pw75x87gYEOkcvZppO,Qahar,spotify:track:6Xd2pw75x87gYEOkcvZppO,0.33,0.435,0.783,0,0.175,-4.764,0.132,137.803,0.392,0
961,Salamat,6,6nFqUWjZvmfCfiMq2s0sI8,Saherny,spotify:track:6nFqUWjZvmfCfiMq2s0sI8,0.14,0.605,0.799,0,0.055,-6.339,0.134,166.859,0.791,0
962,Salamat,7,0sIDjQ0j4pOiEjZWZ0LEsX,Saaber,spotify:track:0sIDjQ0j4pOiEjZWZ0LEsX,0.239,0.556,0.729,0,0.0967,-6.71,0.0617,111.975,0.474,1
963,Salamat,8,2uXcpAYNoSPgJhBnD4HfNf,Sahi Lahom,spotify:track:2uXcpAYNoSPgJhBnD4HfNf,0.187,0.531,0.66,0,0.373,-6.481,0.139,142.953,0.547,1
964,Salamat,9,7IZf7L7mYHVfex50kEIley,Jllmood,spotify:track:7IZf7L7mYHVfex50kEIley,0.408,0.559,0.833,0,0.382,-6.292,0.161,95.849,0.591,0
965,Salamat,10,6puTlVNLe2cPy8UQSZ6y4v,Oyouni Lak,spotify:track:6puTlVNLe2cPy8UQSZ6y4v,0.0949,0.608,0.699,0,0.123,-6.218,0.0885,149.352,0.836,0
966,Salamat,11,2g48pNkBxk4CALVtUJVm16,Sa'aat,spotify:track:2g48pNkBxk4CALVtUJVm16,0.442,0.588,0.602,0,0.169,-7.479,0.0414,125.009,0.314,0
967,Salamat,12,4KvVuRUnNyI76bKqDnHq0M,Daya'ouny,spotify:track:4KvVuRUnNyI76bKqDnHq0M,0.166,0.611,0.81,0,0.207,-5.832,0.0532,148.05,0.641,0
968,Salamat,13,1L7ZdBDWJQ6gTxblT34kLp,Layl Almahabah,spotify:track:1L7ZdBDWJQ6gTxblT34kLp,0.264,0.333,0.72,0,0.0848,-5.877,0.0797,81.745,0.567,0
969,Salamat,14,5i2NgMBZ5wFr0TyU1inVMq,Mertah,spotify:track:5i2NgMBZ5wFr0TyU1inVMq,0.045,0.596,0.711,0,0.0836,-6.678,0.179,75.58,0.816,0
970,Salamat,15,45QSAQOH0k9ydUCiDfQNkw,Waseiyah,spotify:track:45QSAQOH0k9ydUCiDfQNkw,0.163,0.592,0.679,0,0.241,-6.514,0.0802,142.792,0.751,1
971,صقور المنتخب,1,6FVQbZZwaC6CsmluNpuCGg,صقور المنتخب,spotify:track:6FVQbZZwaC6CsmluNpuCGg,0.343,0.456,0.716,0,0.174,-9.346,0.232,114.675,0.683,0
972,صقور المنتخب,2,1leqPbIDuxiPqULVw0DNNa,الصقور الخضر,spotify:track:1leqPbIDuxiPqULVw0DNNa,0.472,0.306,0.765,0,0.461,-8.49,0.192,170.023,0.846,0
973,صقور المنتخب,3,0QnF7qipta8NHJAfFXV1lW,وطني,spotify:track:0QnF7qipta8NHJAfFXV1lW,0.588,0.616,0.503,0,0.598,-12.188,0.0585,131.823,0.526,0
974,صقور المنتخب,4,45yzZWr6Q2ZSpxCrireMvf,يا أخضر,spotify:track:45yzZWr6Q2ZSpxCrireMvf,0.688,0.513,0.898,4.5e-05,0.377,-7.989,0.0486,124.816,0.784,0
975,صقور المنتخب,5,1e8toCbww1GvcftepRI1tc,السعودية,spotify:track:1e8toCbww1GvcftepRI1tc,0.149,0.528,0.602,0,0.357,-9.681,0.0733,185.779,0.696,0
976,صقور المنتخب,6,52A9ttfZgO05u8dWoooEAP,أخضر عنيد,spotify:track:52A9ttfZgO05u8dWoooEAP,0.287,0.562,0.582,7.42e-06,0.226,-10.773,0.202,119.263,0.865,0
977,الحل الصعب,1,6GGxbx3gyYCfINPkER5rxe,متكبر علينا,spotify:track:6GGxbx3gyYCfINPkER5rxe,0.471,0.586,0.764,0,0.062,-6.748,0.0657,82.376,0.82,4
978,الحل الصعب,2,4PKXMvnKFyntKcSBR8CZyy,ياسلام,spotify:track:4PKXMvnKFyntKcSBR8CZyy,0.662,0.584,0.695,0,0.123,-6.575,0.122,159.979,0.743,0
979,الحل الصعب,3,1KheIhbRcDHBRBurcRnD3C,جاني حبيبي,spotify:track:1KheIhbRcDHBRBurcRnD3C,0.161,0.754,0.77,4.66e-06,0.064,-6.511,0.13,106.009,0.802,2
980,الحل الصعب,4,6D1nXj4UFm3Febgqwq1eF8,تجرحي,spotify:track:6D1nXj4UFm3Febgqwq1eF8,0.686,0.612,0.537,1.46e-05,0.0813,-9.114,0.0568,121.142,0.412,0
981,الحل الصعب,5,11O5UxrE57WidAoGvYZ4fo,سلام,spotify:track:11O5UxrE57WidAoGvYZ4fo,0.518,0.444,0.643,6.91e-05,0.0636,-9.817,0.084,78.889,0.424,3
982,الحل الصعب,6,2pgex1Rm5J97OXsdImgzWs,الحل الصعب,spotify:track:2pgex1Rm5J97OXsdImgzWs,0.624,0.557,0.609,1.25e-05,0.175,-7.939,0.0759,139.988,0.172,3
983,الحل الصعب,7,2PQjlJLsWnyRH89zAB9fSX,عفناك,spotify:track:2PQjlJLsWnyRH89zAB9fSX,0.489,0.576,0.551,0,0.0743,-6.852,0.0587,147.923,0.592,1
984,الحل الصعب,8,00CXajZxwdVkC7ncJxcynZ,يومين,spotify:track:00CXajZxwdVkC7ncJxcynZ,0.135,0.49,0.725,5.88e-05,0.103,-6.876,0.168,171.929,0.825,0
985,الحل الصعب,9,42kQkytCdblabBLlPsmPP8,نسيناكم,spotify:track:42kQkytCdblabBLlPsmPP8,0.666,0.589,0.62,2.36e-05,0.0746,-8.85,0.0433,128.075,0.303,8
986,الحل الصعب,10,0Og3Vfj3lawtOIBLnhSVy9,يسلم راسك,spotify:track:0Og3Vfj3lawtOIBLnhSVy9,0.598,0.38,0.747,0,0.11,-7.5,0.195,80.347,0.681,2
987,الحل الصعب,11,2xGL8D4PdaVYwJQXEXeVDh,دلوعتي,spotify:track:2xGL8D4PdaVYwJQXEXeVDh,0.107,0.61,0.918,2e-05,0.0673,-5.396,0.197,100.04,0.457,2
988,الحل الصعب,12,3vle2nX1zctb9gnWfcgoIz,علمني,spotify:track:3vle2nX1zctb9gnWfcgoIz,0.374,0.502,0.732,3.23e-06,0.101,-7.413,0.124,75.018,0.777,2
989,الهدايا,1,7EyVwt0Bxuf8jH2JQ3U5WO,العيون,spotify:track:7EyVwt0Bxuf8jH2JQ3U5WO,0.196,0.672,0.78,0,0.0734,-8.376,0.199,80.984,0.804,8
990,الهدايا,2,2xJjdiSJL0X7FcQ1UMjyeP,من يقول,spotify:track:2xJjdiSJL0X7FcQ1UMjyeP,0.089,0.576,0.437,0,0.0404,-10.398,0.204,81.943,0.876,4
991,الهدايا,3,5ntRAX5Xoe84M7jg2RMxPr,مااتصلتي,spotify:track:5ntRAX5Xoe84M7jg2RMxPr,0.21,0.634,0.76,0,0.0537,-10.232,0.147,152.149,0.617,0
992,الهدايا,4,2wdUGTntfIRmFq2xssHNCb,غلاها,spotify:track:2wdUGTntfIRmFq2xssHNCb,0.295,0.701,0.723,0,0.0525,-10.022,0.108,104.864,0.934,0
993,الهدايا,5,4FUHyBgeJzC3m4k9BMzniN,لك بعد عين,spotify:track:4FUHyBgeJzC3m4k9BMzniN,0.268,0.659,0.584,7.06e-06,0.101,-11.179,0.0458,149.689,0.802,1
994,الهدايا,6,5qMCGyHk55rtDPmKlOJmnv,الهدايا,spotify:track:5qMCGyHk55rtDPmKlOJmnv,0.432,0.484,0.451,0.00101,0.317,-13.178,0.106,111.287,0.275,2
995,الهدايا,7,0v9CJjFdU07HepvfO7cFmU,غلطة الأيام,spotify:track:0v9CJjFdU07HepvfO7cFmU,0.155,0.688,0.616,4.98e-06,0.0699,-9.397,0.0522,147.333,0.746,0
996,الهدايا,8,6ARzV9R0pR6BZZfVxxz0NT,غرشوب,spotify:track:6ARzV9R0pR6BZZfVxxz0NT,0.17,0.633,0.528,0,0.0664,-11.003,0.102,142.2,0.779,0
997,الهدايا,9,2JjrqOpzJ8nL48Ie5dLfnK,أبراج,spotify:track:2JjrqOpzJ8nL48Ie5dLfnK,0.12,0.592,0.566,0,0.115,-10.906,0.194,159.982,0.798,0
998,الهدايا,10,27GDkFY3ht0ve87kr3jaG1,مشفي جروحي,spotify:track:27GDkFY3ht0ve87kr3jaG1,0.602,0.658,0.536,0,0.0483,-9.924,0.114,85.224,0.815,1
999,الهدايا,11,6pXPWIOApDL9ziZpLDIf8J,بخيل,spotify:track:6pXPWIOApDL9ziZpLDIf8J,0.427,0.622,0.639,3.45e-06,0.0573,-11.084,0.0385,147.812,0.501,0
1000,الهدايا,12,00Fjneu2PuTjcP9nLQOik7,خذا عقلي,spotify:track:00Fjneu2PuTjcP9nLQOik7,0.196,0.552,0.573,0,0.0583,-11.407,0.352,172.009,0.907,0
1001,الهدايا,13,6ibb97rE9DG8e2QdjmTSUU,مرحبا الساع,spotify:track:6ibb97rE9DG8e2QdjmTSUU,0.399,0.721,0.574,0,0.0768,-10.875,0.0764,91.018,0.694,1
1002,الهدايا,15,738Xl6aMaPfBcHpGLugB9h,آلا يا وقت,spotify:track:738Xl6aMaPfBcHpGLugB9h,0.595,0.574,0.598,1.02e-06,0.574,-8.663,0.0556,114.1,0.654,0
1003,مشكلني,1,3sfZs2fTrCsMqtkbpaLfcn,مشكلني,spotify:track:3sfZs2fTrCsMqtkbpaLfcn,0.294,0.698,0.646,3.4e-05,0.0792,-13.227,0.0706,104.523,0.74,30
1004,مشكلني,2,5gbFEsZi8PL1bcwkqPyrhD,ياويل,spotify:track:5gbFEsZi8PL1bcwkqPyrhD,0.66,0.677,0.57,7.48e-05,0.0586,-13.878,0.0845,164.009,0.937,3
1005,مشكلني,3,69rsMz9WgM1vtrhzvnBjFw,ألف رحمه,spotify:track:69rsMz9WgM1vtrhzvnBjFw,0.507,0.712,0.536,7.39e-05,0.141,-13.51,0.048,146.074,0.75,2
1006,مشكلني,4,5uBrDHm9IgSUVFZHbNYrtu,ياذوق,spotify:track:5uBrDHm9IgSUVFZHbNYrtu,0.562,0.668,0.588,1.37e-06,0.0467,-13.322,0.0598,166.369,0.937,1
1007,مشكلني,7,0D5s1QnunGldEGJICn0Uko,منهو,spotify:track:0D5s1QnunGldEGJICn0Uko,0.374,0.661,0.517,4.88e-05,0.0932,-13.982,0.0628,146.074,0.741,1
1008,مشكلني,8,4uTZIM5fx9uK6iXRexcSpP,تكفون,spotify:track:4uTZIM5fx9uK6iXRexcSpP,0.636,0.668,0.517,1.61e-06,0.0531,-13.312,0.0583,159.923,0.963,1
1009,مشكلني,9,4LnxqtOfMOlWutM8YlRzJu,رعبوب,spotify:track:4LnxqtOfMOlWutM8YlRzJu,0.75,0.575,0.46,4.43e-06,0.0466,-12.792,0.0399,90.994,0.961,4
1010,مشكلني,10,3V1YiBcCjSVevY5EbDQ9lw,حبيبتي,spotify:track:3V1YiBcCjSVevY5EbDQ9lw,0.671,0.643,0.548,1.47e-06,0.0591,-13.552,0.116,158.214,0.773,2
1011,ويلي,1,7vPoNIeboBHYdQz8rRWsed,ياحبيبي,spotify:track:7vPoNIeboBHYdQz8rRWsed,0.0861,0.581,0.904,0.000324,0.067,-6.902,0.153,100.872,0.845,3
1012,ويلي,2,4Crh7UYqOcAnvqWeGSKjqi,شّيلي الطرحه,spotify:track:4Crh7UYqOcAnvqWeGSKjqi,0.204,0.655,0.671,0,0.0811,-7.866,0.184,174.512,0.798,2
1013,ويلي,3,6S1pv0dMu8M4siywQ9hovi,حبيت أّسلم,spotify:track:6S1pv0dMu8M4siywQ9hovi,0.192,0.617,0.563,0,0.204,-7.924,0.0737,147.146,0.641,3
1014,ويلي,4,1I3vSmxMVEVFP3L3oJ4R9h,غّير الناس,spotify:track:1I3vSmxMVEVFP3L3oJ4R9h,0.11,0.582,0.588,0,0.0446,-8.189,0.0645,142.303,0.558,5
1015,ويلي,5,5OYChaCM22uk7sVfOWqDhe,تحدوه البشر,spotify:track:5OYChaCM22uk7sVfOWqDhe,0.258,0.621,0.71,0,0.297,-7.761,0.13,152.294,0.588,6
1016,ويلي,6,63KVgX3zlBcUxg1JrXFjzB,ما أبيك,spotify:track:63KVgX3zlBcUxg1JrXFjzB,0.329,0.653,0.686,0,0.168,-7.477,0.145,155.486,0.29,0
1017,ويلي,7,6GEnD3XOh3NN1PiOrzp37t,ياخوي,spotify:track:6GEnD3XOh3NN1PiOrzp37t,0.0236,0.689,0.801,0.00171,0.0736,-7.29,0.0603,129.072,0.889,2
1018,ويلي,8,0hKsoJFW0sg0tJ4I7KVult,ويلي,spotify:track:0hKsoJFW0sg0tJ4I7KVult,0.338,0.646,0.895,0,0.115,-7.725,0.107,94.006,0.444,11
1019,ويلي,9,6rVOJGzvkUbsYiNIeDCnSv,مزيون,spotify:track:6rVOJGzvkUbsYiNIeDCnSv,0.305,0.717,0.621,1.8e-06,0.0802,-8.561,0.119,166.13,0.767,1
1020,ويلي,10,7bLGXDxiw3mjD3XLAMDjee,تأخرتي,spotify:track:7bLGXDxiw3mjD3XLAMDjee,0.832,0.685,0.449,0.0526,0.121,-9.954,0.0244,106.016,0.275,2
1021,ويلي,11,4O60E7JOVidFvVCxdyZp3n,إنتي,spotify:track:4O60E7JOVidFvVCxdyZp3n,0.105,0.563,0.589,0,0.0374,-7.797,0.179,90.169,0.62,1
1022,على مين تلعبها,1,1dDhm1EAEKERd97gr7ugeK,علي مين تلعبها,spotify:track:1dDhm1EAEKERd97gr7ugeK,0.385,0.664,0.553,0,0.279,-9.904,0.144,90.038,0.847,1
1023,على مين تلعبها,2,6nCLcZGjuF94eVV8sFsUbn,خلهم ينفعونك,spotify:track:6nCLcZGjuF94eVV8sFsUbn,0.562,0.642,0.555,0,0.165,-9.232,0.0543,151.056,0.75,2
1024,على مين تلعبها,3,2sDv59CBUrucb6v6eTFG7a,انا احبك,spotify:track:2sDv59CBUrucb6v6eTFG7a,0.717,0.665,0.505,0,0.228,-9.818,0.0427,148.07,0.785,0
1025,على مين تلعبها,4,68mx6OR0B8Z46KBAnnoX6V,يا بعد هالدنيا ليه,spotify:track:68mx6OR0B8Z46KBAnnoX6V,0.879,0.579,0.286,1.96e-05,0.109,-11.426,0.0304,104.204,0.284,1
1026,على مين تلعبها,6,6BHgJMggMSWTzuPn07bp8M,امى,spotify:track:6BHgJMggMSWTzuPn07bp8M,0.784,0.597,0.551,0,0.0645,-8.373,0.0538,165.884,0.756,0
1027,على مين تلعبها,8,1n0LBpb6cjac5viipsXudD,حيا الله,spotify:track:1n0LBpb6cjac5viipsXudD,0.372,0.559,0.565,0,0.101,-9.081,0.051,85.201,0.85,0
1028,Lovely Majeed (Jalsat & Oud),1,5tIUw2FhWd51Xq3tZmzLAZ,Aghla Al Bashar,spotify:track:5tIUw2FhWd51Xq3tZmzLAZ,0.28,0.557,0.871,0,0.0666,-1.073,0.129,82.95,0.743,18
1029,Lovely Majeed (Jalsat & Oud),2,3G9O2SaDkN3le4glErLPTt,Habibi Elli Sekan Bel Eyn,spotify:track:3G9O2SaDkN3le4glErLPTt,0.203,0.686,0.909,0,0.116,-1.431,0.184,138.885,0.759,21
1030,Lovely Majeed (Jalsat & Oud),3,0aMDxtJSJp95x7daJB7fDA,Hala,spotify:track:0aMDxtJSJp95x7daJB7fDA,0.214,0.391,0.944,0,0.258,-0.287,0.272,90.617,0.72,18
1031,Lovely Majeed (Jalsat & Oud),4,2ou69lNESxzaPYywoTbjj8,Alla Yrham Ghalak,spotify:track:2ou69lNESxzaPYywoTbjj8,0.161,0.535,0.859,0,0.341,-0.648,0.0654,135.9,0.526,11
1032,Lovely Majeed (Jalsat & Oud),5,0cGhzMHMCAMQ2uHPNcbJG0,Qamat El Saah,spotify:track:0cGhzMHMCAMQ2uHPNcbJG0,0.13,0.505,0.912,0,0.236,-1.288,0.148,78.878,0.593,13
1033,Lovely Majeed (Jalsat & Oud),6,6mG3tgv8bLFe5z9OoxpbGh,Mahma Yqoloon - Lute Jalsah,spotify:track:6mG3tgv8bLFe5z9OoxpbGh,0.297,0.539,0.577,0,0.409,-5.159,0.055,144.341,0.475,12
1034,Lovely Majeed (Jalsat & Oud),7,115qGfBQWi8gTRhHDxw4Jt,Tekabbar,spotify:track:115qGfBQWi8gTRhHDxw4Jt,0.0537,0.523,0.9,0,0.0868,-3.934,0.262,140.318,0.763,12
1035,Lovely Majeed (Jalsat & Oud),8,455FNRCbz9ug1fKkpdqqjZ,Enti Shametna,spotify:track:455FNRCbz9ug1fKkpdqqjZ,0.174,0.614,0.901,0,0.0777,-1.247,0.149,91.987,0.778,8
1036,Lovely Majeed (Jalsat & Oud),9,0qSgSWiVQJZc66bvJX3QPs,Doroob Al Ghala,spotify:track:0qSgSWiVQJZc66bvJX3QPs,0.182,0.55,0.898,0,0.0748,-0.956,0.234,82.425,0.756,8
1037,Lovely Majeed (Jalsat & Oud),10,6JmMVUyNd1v9JFJNB4kZ97,Mahad Yswak,spotify:track:6JmMVUyNd1v9JFJNB4kZ97,0.0193,0.346,0.958,0,0.0496,0.341,0.295,129.169,0.748,8
1038,Lovely Majeed (Jalsat & Oud),11,1od1lpc6vKbIRGlxNG4Mcj,Khetaak,spotify:track:1od1lpc6vKbIRGlxNG4Mcj,0.113,0.562,0.877,0,0.328,-2.075,0.228,86.407,0.809,8
1039,Lovely Majeed (Jalsat & Oud),12,0CfErJXGAhhMnS5pg7kngy,Ya Wyh Qalbi,spotify:track:0CfErJXGAhhMnS5pg7kngy,0.303,0.507,0.929,0,0.118,-2.933,0.213,76.046,0.535,6
1040,Lovely Majeed (Jalsat & Oud),13,6dXVOcet27DGqB2awP16t2,Khallas Hananak - Modern Version,spotify:track:6dXVOcet27DGqB2awP16t2,0.0932,0.648,0.895,0,0.139,-0.677,0.234,101.293,0.505,22
1041,Lovely Majeed (Jalsat & Oud),14,3hNXUhV5iXDaxnv7dUQgg0,Horoof Zaffah,spotify:track:3hNXUhV5iXDaxnv7dUQgg0,0.0398,0.545,0.958,0,0.285,-1.725,0.176,87.926,0.666,5
1042,Lovely Majeed (Jalsat & Oud),15,2Hw6Z7liz0Yuf6y9EHd5K1,Wahda Wahda Zaffah,spotify:track:2Hw6Z7liz0Yuf6y9EHd5K1,0.194,0.519,0.952,0.000593,0.131,-1.986,0.293,88.129,0.583,7
1043,Lovely Majeed (Jalsat & Oud),16,7Bn9qEcv3UXVUqF3pDGKPZ,Rouhi Tehebak Lute - Oud,spotify:track:7Bn9qEcv3UXVUqF3pDGKPZ,0.838,0.536,0.461,0,0.113,-5.873,0.0375,148.838,0.667,23
1044,Lovely Majeed (Jalsat & Oud),17,6mmCY9fjUivvnypbM5tsiP,Khalas Ebed Lute,spotify:track:6mmCY9fjUivvnypbM5tsiP,0.799,0.496,0.578,0,0.337,-3.142,0.0298,135.547,0.57,8
1045,Lovely Majeed (Jalsat & Oud),18,1UTs3glsJ9nmuu1VCn3Qfx,Teflah Wo Tefel Lute - Oud,spotify:track:1UTs3glsJ9nmuu1VCn3Qfx,0.958,0.6,0.425,0,0.684,-6.483,0.0426,135.428,0.555,6
