,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
319,Ahla W Ahla,6,4yq1bJmhSCLCcWlZqVxTc9,Aks Baad,spotify:track:4yq1bJmhSCLCcWlZqVxTc9,0.341,0.56,0.576,0,0.0796,-6.765,0.0292,143.898,0.28,30
320,Ahla W Ahla,7,51NdKV9btXK4ZULMEzT5KG,Habibty,spotify:track:51NdKV9btXK4ZULMEzT5KG,0.337,0.75,0.804,0.00724,0.0507,-7.964,0.0354,126.818,0.925,25
321,Ahla W Ahla,8,0mpkns1PV7z7iPFyTfYvFE,Waadtak,spotify:track:0mpkns1PV7z7iPFyTfYvFE,0.611,0.63,0.911,0.00073,0.0978,-6.322,0.117,193.113,0.851,29
322,Ahla W Ahla,9,2oKbg2MSHXn4L12WY6q3Xr,Ragea,spotify:track:2oKbg2MSHXn4L12WY6q3Xr,0.28,0.737,0.488,0,0.0863,-8.788,0.0344,146.055,0.68,40
323,Ahla W Ahla,10,51gQZa8nqcMjK5GqltmfZ9,Ala Hobak,spotify:track:51gQZa8nqcMjK5GqltmfZ9,0.522,0.738,0.747,0.00239,0.137,-8.505,0.03,104.222,0.738,29
324,Ahla W Ahla,11,187dnTpBnGSWK2eszCPVfH,Ana W Enta,spotify:track:187dnTpBnGSWK2eszCPVfH,0.733,0.6,0.458,0,0.303,-7.692,0.0335,121.538,0.333,31
325,Ahla W Ahla,12,1C1QcOk6beFICQwQIHu1Ge,Omrena Ma Hanergea,spotify:track:1C1QcOk6beFICQwQIHu1Ge,0.0612,0.657,0.916,0.00432,0.274,-7.136,0.0485,135.013,0.849,26
326,أحلى ما غنى عمرو دياب,1,2nDrsRHXfr0vISqLuUrZG3,عايش معاك,spotify:track:2nDrsRHXfr0vISqLuUrZG3,0.102,0.754,0.708,9.96e-05,0.0502,-8.874,0.048,134.764,0.957,21
327,أحلى ما غنى عمرو دياب,2,6KfjupPn6gnfaYPFmiud8k,مش كل واحد,spotify:track:6KfjupPn6gnfaYPFmiud8k,0.336,0.628,0.547,5.63e-06,0.0922,-7.398,0.0359,81.045,0.256,22
328,أحلى ما غنى عمرو دياب,3,06kkNpDhfgVLSkZS4d6AnB,رضيت,spotify:track:06kkNpDhfgVLSkZS4d6AnB,0.0237,0.677,0.853,0,0.0793,-8.115,0.0355,132.752,0.938,17
329,أحلى ما غنى عمرو دياب,4,4smgNjgaANRjvkZtMp5T2o,وهي ذكريات,spotify:track:4smgNjgaANRjvkZtMp5T2o,0.59,0.526,0.492,1.4e-05,0.109,-9.543,0.0457,153.576,0.224,25
330,أحلى ما غنى عمرو دياب,5,1ebH9t405kfdhWnoM2movK,يهمك في إيه,spotify:track:1ebH9t405kfdhWnoM2movK,0.188,0.539,0.555,1.03e-06,0.0935,-8.243,0.0309,145.172,0.481,22
331,أحلى ما غنى عمرو دياب,6,7wANtPswMKhwJBvTFCkTAX,مقدرش أنا,spotify:track:7wANtPswMKhwJBvTFCkTAX,0.302,0.777,0.862,0.000409,0.0541,-5.841,0.0361,133.08,0.971,21
332,أحلى ما غنى عمرو دياب,7,5AL0dO5nefiuholwX4tJTX,جماله,spotify:track:5AL0dO5nefiuholwX4tJTX,0.261,0.699,0.937,0.0194,0.0563,-5.682,0.055,105.522,0.941,20
333,أحلى ما غنى عمرو دياب,8,0RJU2vX2gg16xByYoMiNPd,انا مش اناني,spotify:track:0RJU2vX2gg16xByYoMiNPd,0.231,0.56,0.862,0.0372,0.164,-6.883,0.0363,157.234,0.764,21
334,أحلى ما غنى عمرو دياب,9,3UF1hJEPVPg8rvHtP355eM,قصاد عيني,spotify:track:3UF1hJEPVPg8rvHtP355eM,0.437,0.656,0.491,1.68e-05,0.364,-9.647,0.0417,77.922,0.444,26
335,أحلى ما غنى عمرو دياب,10,4U3X7qsbSqvscPbCnRhRiH,ايوا اتغيرت,spotify:track:4U3X7qsbSqvscPbCnRhRiH,0.254,0.724,0.802,0.000772,0.355,-5.872,0.0339,127.623,0.771,18
336,أحلى ما غنى عمرو دياب,11,3khactnaFEawFJu5rFWgHT,وماله,spotify:track:3khactnaFEawFJu5rFWgHT,0.358,0.645,0.644,2.55e-06,0.0862,-7.904,0.0399,144.675,0.507,22
337,أحلى ما غنى عمرو دياب,12,6w1ydqTHL0t1KOQlT19yj2,يا حب دوبنا,spotify:track:6w1ydqTHL0t1KOQlT19yj2,0.155,0.617,0.885,0.00423,0.249,-6.402,0.0384,143.134,0.885,17
338,أحلى ما غنى عمرو دياب,13,4pB7u463FiEnGDIsipEpBG,ساعة الفراق,spotify:track:4pB7u463FiEnGDIsipEpBG,0.768,0.478,0.504,0.000903,0.128,-7.866,0.034,135.628,0.143,19
339,أحلى ما غنى عمرو دياب,14,30eVS36D2HiYWDX3SNBjoE,وحشتينى,spotify:track:30eVS36D2HiYWDX3SNBjoE,0.172,0.639,0.643,0,0.0658,-9.513,0.0407,76.258,0.569,21
340,أحلى ما غنى عمرو دياب,15,63nmy601K3kyNahwRd4MqV,سبت فراغ كبير,spotify:track:63nmy601K3kyNahwRd4MqV,0.169,0.558,0.677,0,0.198,-6.711,0.0274,131.439,0.422,25
341,أحلى ما غنى عمرو دياب,16,1bp3HigQpAnNozK8CGttDj,يوم ما إتقابلنا,spotify:track:1bp3HigQpAnNozK8CGttDj,0.361,0.447,0.73,7.88e-05,0.179,-7.31,0.0448,71.926,0.643,18
342,Ya Tareeq,1,2IWmhbZfkMyawzIkUVJ55D,Ya Tareeq Ya Tareeq,spotify:track:2IWmhbZfkMyawzIkUVJ55D,0.515,0.574,0.793,0.0192,0.067,-7.703,0.0856,81.539,0.672,7
343,Ya Tareeq,2,3OI6c9p4wNbn0rMOtFtXZJ,El Madeena,spotify:track:3OI6c9p4wNbn0rMOtFtXZJ,0.0349,0.276,0.496,0.00215,0.328,-8.33,0.0301,107.348,0.427,6
344,Ya Tareeq,3,5L6jU1Yrlu231JaRAPmOcK,Bheb El Hayah,spotify:track:5L6jU1Yrlu231JaRAPmOcK,0.621,0.51,0.711,0.198,0.0899,-8.955,0.0555,127.076,0.692,7
345,Ya Tareeq,4,1UcxELyKTlvPCehSHPOGZ7,El Zaman,spotify:track:1UcxELyKTlvPCehSHPOGZ7,0.348,0.436,0.539,1.08e-06,0.0982,-7.915,0.0291,96.126,0.345,6
346,Ya Tareeq,5,5OMITWxsMGHnc4EsYHoWSk,Nawar Ya Leyl,spotify:track:5OMITWxsMGHnc4EsYHoWSk,0.336,0.68,0.831,0.00158,0.0477,-7.851,0.0474,145.653,0.974,6
347,Ya Tareeq,6,29S5ZGmuXDRs53yadsXedF,Wa't We Eshnah,spotify:track:29S5ZGmuXDRs53yadsXedF,0.566,0.373,0.461,1.62e-06,0.165,-7.996,0.0278,91.751,0.248,5
348,Ya Tareeq,7,5Yab1rwK1tfxLzmZHhUjKC,Ahla Donia,spotify:track:5Yab1rwK1tfxLzmZHhUjKC,0.621,0.424,0.583,0.000196,0.242,-9.895,0.0599,125.22,0.582,4
349,Ya Tareeq,8,07rkCrNQss35smXZ8P9dNW,Ahdan El Gabal,spotify:track:07rkCrNQss35smXZ8P9dNW,0.831,0.131,0.402,0.0158,0.438,-9.458,0.035,75.005,0.221,5
350,Shoft El Ayam,1,3G4eOUJ9CdbRGp6scP0FnP,Shoft El Ayam,spotify:track:3G4eOUJ9CdbRGp6scP0FnP,0.0764,0.584,0.786,0.000349,0.124,-5.926,0.0309,128.637,0.651,22
351,Shoft El Ayam,2,4NpyEQIHnt2nc274qPeVlP,Gamalo,spotify:track:4NpyEQIHnt2nc274qPeVlP,0.261,0.699,0.937,0.0194,0.0563,-5.682,0.055,105.522,0.941,23
352,Shoft El Ayam,3,1vzJTCjnpdqalPqDeIuafP,We Hatebtady,spotify:track:1vzJTCjnpdqalPqDeIuafP,0.103,0.604,0.953,0.012,0.0645,-6.141,0.0455,142.061,0.955,20
353,Shoft El Ayam,4,7EKlXkBvIJmnL4FMSynKu9,Ana Mosh Anani,spotify:track:7EKlXkBvIJmnL4FMSynKu9,0.231,0.56,0.862,0.0372,0.164,-6.883,0.0363,157.234,0.764,24
354,Shoft El Ayam,5,3HVXmF0r1vpdXsueKTkrwA,We Neesh,spotify:track:3HVXmF0r1vpdXsueKTkrwA,0.0321,0.636,0.868,1.42e-05,0.1,-6.053,0.034,127.88,0.864,15
355,Shoft El Ayam,6,7rOtJk6m3mAIfK4f4yr5rV,Mosh Gedid,spotify:track:7rOtJk6m3mAIfK4f4yr5rV,0.0579,0.596,0.942,0.00964,0.264,-5.992,0.0666,132.737,0.933,16
356,Shoft El Ayam,7,2ODAJ6jycYr1hfNFS4sE9f,Saet El Forak,spotify:track:2ODAJ6jycYr1hfNFS4sE9f,0.768,0.478,0.504,0.000903,0.128,-7.866,0.034,135.628,0.143,23
357,Shoft El Ayam,8,7mTU3S1kgeawkiHCUqkCjr,Jana,spotify:track:7mTU3S1kgeawkiHCUqkCjr,0.128,0.658,0.852,0.00075,0.0375,-6.61,0.0664,105.236,0.716,17
358,Shoft El Ayam,9,2DNA95JHntPwFjiR33BzMF,Kan Kol Haga,spotify:track:2DNA95JHntPwFjiR33BzMF,0.103,0.712,0.817,0.00415,0.362,-6.174,0.0399,128.645,0.943,22
359,Shoft El Ayam,10,3KYm3bAa03eQqTDQfW7wSz,Aiwa Etghaiart,spotify:track:3KYm3bAa03eQqTDQfW7wSz,0.254,0.724,0.802,0.000772,0.355,-5.872,0.0339,127.623,0.771,21
360,Shoft El Ayam,11,7cO2iUoHRDApMFCnuEfeK8,Aho Leli We Adda,spotify:track:7cO2iUoHRDApMFCnuEfeK8,0.104,0.63,0.942,0.0122,0.161,-5.523,0.0365,126.58,0.87,16
361,Banadeek Ta'ala,1,2imrmRR1GwsogVYhG6rgyh,Banadeek Ta'ala,spotify:track:2imrmRR1GwsogVYhG6rgyh,0.00421,0.653,0.884,0,0.0571,-4.893,0.0497,128.3,0.926,26
362,Banadeek Ta'ala,2,3dgFDqiqTcZ8SpI6gtbNiB,Halla Halla,spotify:track:3dgFDqiqTcZ8SpI6gtbNiB,0.0989,0.762,0.864,0.000102,0.0871,-5.892,0.114,94.808,0.854,16
363,Banadeek Ta'ala,3,18gw5vPY2Jj81lwhncO7VV,Ma'drrsh Ana,spotify:track:18gw5vPY2Jj81lwhncO7VV,0.302,0.777,0.862,0.000409,0.0541,-5.841,0.0361,133.08,0.971,21
364,Banadeek Ta'ala,4,0bG85Jv0FwrXLSlwjvLEgi,Allumak Leh,spotify:track:0bG85Jv0FwrXLSlwjvLEgi,0.228,0.699,0.74,1.08e-05,0.102,-6.977,0.0321,126.987,0.827,19
365,Banadeek Ta'ala,5,1uxVmXQ1yTAYWzUn3LK33e,Ma'ak Bartaah,spotify:track:1uxVmXQ1yTAYWzUn3LK33e,0.0222,0.569,0.84,0.42,0.339,-7.632,0.0337,129.022,0.458,29
366,Banadeek Ta'ala,6,1HfJlqw4Ku7nqEfOM6qaEe,Yareet Senk,spotify:track:1HfJlqw4Ku7nqEfOM6qaEe,0.0256,0.632,0.747,0.0103,0.0693,-6.726,0.0468,169.937,0.964,14
367,Banadeek Ta'ala,7,3K46OxiPFyG91NgBQ1K1xl,Mally Einaya,spotify:track:3K46OxiPFyG91NgBQ1K1xl,0.106,0.679,0.924,0.222,0.299,-3.247,0.0296,136.204,0.963,16
368,Banadeek Ta'ala,8,6nD2KLPhYF6U2UD31WVhCi,Heya Hayaty,spotify:track:6nD2KLPhYF6U2UD31WVhCi,0.212,0.691,0.772,0.106,0.121,-8.048,0.0537,131.051,0.81,21
369,Banadeek Ta'ala,9,1sCpF7rk0A5twKRHLaOxsM,Youm Mat'belna,spotify:track:1sCpF7rk0A5twKRHLaOxsM,0.361,0.447,0.73,7.88e-05,0.179,-7.31,0.0448,71.926,0.643,22
370,Banadeek Ta'ala,10,74xMp72IHy2d40xUMqjY2p,Aghla Min Omry,spotify:track:74xMp72IHy2d40xUMqjY2p,0.068,0.707,0.903,0.00144,0.0769,-6.061,0.0348,128.472,0.898,18
371,Banadeek Ta'ala,11,3COQBeZNFTIPh7Fzl65OSI,Aref Habiby,spotify:track:3COQBeZNFTIPh7Fzl65OSI,0.32,0.702,0.728,0.00145,0.111,-7.584,0.028,127.376,0.76,18
372,Banadeek Ta'ala,12,7yaSoNLmQgkehrr7xnA3wi,Tagroba Wa Addet,spotify:track:7yaSoNLmQgkehrr7xnA3wi,0.018,0.713,0.964,0.00185,0.0692,-4.844,0.0348,131.443,0.924,20
373,Wayah,1,7CiGdjCsXTCwDDVKiisPoE,Wayah,spotify:track:7CiGdjCsXTCwDDVKiisPoE,0.0236,0.747,0.618,8.46e-05,0.103,-9.383,0.0655,126.081,0.468,39
374,Wayah,2,7AC2Scx8xISzQa21qCPRZ3,Ba'adem Alby,spotify:track:7AC2Scx8xISzQa21qCPRZ3,0.144,0.686,0.72,2.67e-06,0.198,-7.94,0.0347,153.353,0.96,20
375,Wayah,3,0OfSEWTCjeKvGgGP5k5KQ8,Illa Habibi,spotify:track:0OfSEWTCjeKvGgGP5k5KQ8,0.337,0.679,0.777,6.04e-06,0.182,-8.326,0.0311,141.309,0.973,42
376,Wayah,4,5904UzO3M6mRPWz7GKPWTR,Allah Ala Hobak,spotify:track:5904UzO3M6mRPWz7GKPWTR,0.0124,0.72,0.64,0.0104,0.0825,-10.124,0.053,131.13,0.626,24
377,Wayah,5,3moYJczpMd7JrmNss8RzEZ,Yehemak Fe Eh,spotify:track:3moYJczpMd7JrmNss8RzEZ,0.207,0.54,0.546,0,0.0938,-8.236,0.0302,145.062,0.506,28
378,Wayah,6,6cEmHsPgZsWJvk9ftCjIHQ,Helwa El Ayam,spotify:track:6cEmHsPgZsWJvk9ftCjIHQ,0.169,0.611,0.67,0,0.0793,-7.298,0.06,102.524,0.671,22
379,Wayah,7,5Swsxe7Co4YDfHgT10tsWF,Tameny,spotify:track:5Swsxe7Co4YDfHgT10tsWF,0.218,0.851,0.676,5.28e-05,0.251,-8.565,0.0752,110.658,0.968,21
380,Wayah,8,4SyFd0aH1Pp5iCsQpFV8Yp,Malak,spotify:track:4SyFd0aH1Pp5iCsQpFV8Yp,0.129,0.638,0.784,0.00976,0.373,-7.981,0.0374,134.772,0.896,21
381,Wayah,9,00F5TE2BdxeLbAV9kEsjrd,Wehyati Khaliki,spotify:track:00F5TE2BdxeLbAV9kEsjrd,0.352,0.741,0.583,0.000233,0.116,-11.745,0.0482,137.116,0.251,21
382,Wayah,10,3gUzjr6zOlv8Veovwk40Uk,Einy Wana Shayfo,spotify:track:3gUzjr6zOlv8Veovwk40Uk,0.00398,0.653,0.751,2.23e-06,0.069,-8.794,0.0409,130.817,0.692,25
383,Wayah,11,1dLtd0hi8Pd9cC0NY23bWD,Ah Min El Foraa,spotify:track:1dLtd0hi8Pd9cC0NY23bWD,0.129,0.687,0.739,0.661,0.0556,-8.48,0.0372,132.728,0.966,20
384,Wayah,12,6tLkwvWTkuMxYoemVFqJgE,Ba'et Leh,spotify:track:6tLkwvWTkuMxYoemVFqJgE,0.155,0.668,0.715,0,0.172,-9.27,0.0317,150.903,0.848,19
385,El Lilady (Tonight),1,1To68XtzPhfnJzUeZuThtj,Ne'oul Aih,spotify:track:1To68XtzPhfnJzUeZuThtj,0.012,0.737,0.866,0.000581,0.0844,-5.605,0.0389,128.756,0.931,35
386,El Lilady (Tonight),2,1lzySEYOfUqb6Bfy76281O,El Lilady,spotify:track:1lzySEYOfUqb6Bfy76281O,0.276,0.806,0.644,0,0.166,-5.44,0.0397,118.25,0.732,28
387,El Lilady (Tonight),3,4sqnT8cpQub8kv2mg30YIJ,Toul Ma'an Shaifak,spotify:track:4sqnT8cpQub8kv2mg30YIJ,0.094,0.682,0.8,0.000173,0.285,-6.763,0.0364,134.769,0.908,19
388,El Lilady (Tonight),4,0aCuU7FbDRNqgXKc7VbhHZ,Hikayat,spotify:track:0aCuU7FbDRNqgXKc7VbhHZ,0.434,0.555,0.707,1.91e-05,0.0667,-7.207,0.0365,161.388,0.739,18
389,El Lilady (Tonight),5,7sNoXDYXsvNaByysvDh5ad,Inta El Ghaly,spotify:track:7sNoXDYXsvNaByysvDh5ad,0.0843,0.841,0.7,0.000583,0.0346,-7.57,0.0737,110.321,0.683,30
390,El Lilady (Tonight),6,52VCejoxzbU2lUtYigIZOg,Rohy Mertahalak,spotify:track:52VCejoxzbU2lUtYigIZOg,0.478,0.747,0.791,0.00195,0.0742,-6.567,0.0547,99.588,0.961,24
391,El Lilady (Tonight),7,6hI6crgWZLlwINWV4IVEi0,Aletly Oul,spotify:track:6hI6crgWZLlwINWV4IVEi0,0.128,0.722,0.789,0.000111,0.349,-5.542,0.037,131.51,0.838,19
392,El Lilady (Tonight),8,3Aq5U01Y2MB2KnZs3aG8Nv,We Fehmt Einak,spotify:track:3Aq5U01Y2MB2KnZs3aG8Nv,0.176,0.708,0.682,1.91e-05,0.0925,-8.095,0.0257,121.707,0.734,16
393,El Lilady (Tonight),9,7rUhmCfqWKxhuqIapyCgA7,Dehket,spotify:track:7rUhmCfqWKxhuqIapyCgA7,0.242,0.712,0.823,0.000271,0.292,-6.334,0.0301,136.761,0.873,24
394,El Lilady (Tonight),10,1U1vX8SfyTjOuiZWzHu4q1,Khalik Ma'aya,spotify:track:1U1vX8SfyTjOuiZWzHu4q1,0.18,0.592,0.732,0,0.111,-7.44,0.0312,77.874,0.551,30
395,Kammel Kalamak,1,7DQjoshJYTYgxOrQ09ZU9x,Kammel Kalamak,spotify:track:7DQjoshJYTYgxOrQ09ZU9x,0.00104,0.653,0.751,0.00231,0.102,-9.004,0.0568,104.991,0.787,18
396,Kammel Kalamak,2,6f2aBgk2JOljih6vXhFpjh,We Maloh,spotify:track:6f2aBgk2JOljih6vXhFpjh,0.358,0.645,0.644,2.55e-06,0.0862,-7.904,0.0399,144.675,0.507,33
397,Kammel Kalamak,3,4fJg2drcRWryUQbLJxlxig,Hkaytak Eih,spotify:track:4fJg2drcRWryUQbLJxlxig,0.197,0.676,0.839,0.000499,0.0495,-6.585,0.0336,139.018,0.964,26
398,Kammel Kalamak,4,73wy5BlS2ngmSSGV8JBcdn,Ayyam We Ben'eshha,spotify:track:73wy5BlS2ngmSSGV8JBcdn,0.0618,0.636,0.852,0.000108,0.0691,-8.379,0.0424,148.014,0.951,21
399,Kammel Kalamak,5,5lPO3tQg0RFQ88J8BvQFFY,Allah La Yehremmy Minak,spotify:track:5lPO3tQg0RFQ88J8BvQFFY,0.0119,0.681,0.779,1.49e-06,0.277,-8.742,0.0423,100.011,0.886,27
400,Kammel Kalamak,6,4cxM4H6SP6YQw2FX4EOXUC,Odam Oyoonak,spotify:track:4cxM4H6SP6YQw2FX4EOXUC,0.332,0.593,0.865,2.02e-05,0.382,-8.336,0.0379,92.976,0.816,18
401,Kammel Kalamak,7,3sPGxt5DITcWIpYMZtXpyt,Ma'ak Bgad,spotify:track:3sPGxt5DITcWIpYMZtXpyt,0.164,0.691,0.853,0.27,0.0397,-8.621,0.0337,132.01,0.885,19
402,Kammel Kalamak,8,6x2ZrTT6nfSMQHZwBQWipM,Away Ana A'ref,spotify:track:6x2ZrTT6nfSMQHZwBQWipM,0.701,0.873,0.515,1.96e-05,0.213,-9.891,0.0418,120.017,0.7,16
403,Kammel Kalamak,9,2F32wMdvWUKkLM4CGMzkIA,Bethaby Leih,spotify:track:2F32wMdvWUKkLM4CGMzkIA,0.0915,0.754,0.838,1.81e-05,0.0965,-8.558,0.0682,102.0,0.625,17
404,Kammel Kalamak,10,4Bv7gkEvLPOCJYk7B3It9s,Agheeb,spotify:track:4Bv7gkEvLPOCJYk7B3It9s,0.268,0.749,0.607,3.61e-05,0.407,-9.623,0.0304,115.98,0.436,23
405,أحلى ما غنى عمرو دياب,6,6upIR0Pr0OFiGxucJ9Dm7G,نور العين,spotify:track:6upIR0Pr0OFiGxucJ9Dm7G,0.246,0.752,0.805,3.89e-06,0.0622,-7.737,0.0787,99.99,0.745,22
406,أحلى ما غنى عمرو دياب,8,1v4czbOS2uT0R35PXFJD5k,إليوس مع انجيلا,spotify:track:1v4czbOS2uT0R35PXFJD5k,0.423,0.668,0.679,0,0.357,-7.071,0.0328,133.998,0.503,16
407,أحلى ما غنى عمرو دياب,9,7MdRk6yghR9vz10lalLi1w,مهما كبرت,spotify:track:7MdRk6yghR9vz10lalLi1w,0.757,0.68,0.508,0,0.113,-9.614,0.0365,140.236,0.366,19
408,أحلى ما غنى عمرو دياب,12,534u3zvHacLt9jtfihNwGX,قلبى إختارك,spotify:track:534u3zvHacLt9jtfihNwGX,0.503,0.754,0.618,1.81e-05,0.1,-8.494,0.0272,114.908,0.776,20
409,علم قلبى,1,64YdFIZAL6wkIc054TiXp5,علم قلبى,spotify:track:64YdFIZAL6wkIc054TiXp5,0.0314,0.725,0.676,0,0.132,-8.211,0.0461,92.278,0.723,29
410,علم قلبى,2,0dCDNlZIJENBbRCVXVny7d,أنا عايش,spotify:track:0dCDNlZIJENBbRCVXVny7d,0.625,0.678,0.665,6.25e-05,0.0706,-6.317,0.134,83.223,0.854,34
411,علم قلبى,3,0dVuTFF29LqTatzfwoIwp6,قالى الوداع,spotify:track:0dVuTFF29LqTatzfwoIwp6,0.0725,0.685,0.557,0.00616,0.0871,-8.449,0.0487,85.253,0.651,28
412,علم قلبى,4,0UQDcztRBh8uso9A7AlnXF,يا كنزى,spotify:track:0UQDcztRBh8uso9A7AlnXF,0.0384,0.752,0.632,0.00179,0.125,-7.894,0.0785,92.251,0.718,21
413,علم قلبى,5,2OTxhOuz8c1s7um0tgumox,تقدر تتكلم,spotify:track:2OTxhOuz8c1s7um0tgumox,0.137,0.692,0.745,0.00238,0.0894,-10.589,0.0383,148.416,0.809,29
414,علم قلبى,6,7kgZuz7clQLgtXO5QlsGNM,لو عشقانى,spotify:track:7kgZuz7clQLgtXO5QlsGNM,0.197,0.796,0.668,0,0.0936,-8.808,0.046,110.349,0.678,24
415,علم قلبى,7,5SOe8x6kiBlFcBS2EUNewo,علمنى هواك,spotify:track:5SOe8x6kiBlFcBS2EUNewo,0.174,0.806,0.474,0.215,0.121,-10.846,0.0814,93.274,0.504,25
416,علم قلبى,8,2cAkNObsWtAjiEs8HlNIqH,حببيى يا عمرى,spotify:track:2cAkNObsWtAjiEs8HlNIqH,0.0536,0.338,0.431,0.000615,0.211,-10.239,0.0484,83.652,0.227,27
417,علم قلبى,9,00fVOsnF3xy1hc0u7InEgq,إنت ما قولتش ليه,spotify:track:00fVOsnF3xy1hc0u7InEgq,0.00889,0.719,0.9,0.000142,0.369,-7.915,0.052,108.349,0.454,23
418,علم قلبى,10,129Jn4opU6SGLegyKuz4bL,حنيت,spotify:track:129Jn4opU6SGLegyKuz4bL,0.658,0.726,0.612,0.153,0.365,-11.174,0.0785,98.275,0.547,22
419,علم قلبى,11,7i0t4w5052hhai9AjioHAv,كلهم,spotify:track:7i0t4w5052hhai9AjioHAv,0.0688,0.647,0.805,0.00638,0.304,-8.288,0.0445,130.397,0.961,23
420,علم قلبى,12,3G8KOPoJaxcpyXrx324e7F,خلينى جنبك,spotify:track:3G8KOPoJaxcpyXrx324e7F,0.0531,0.547,0.673,0.00101,0.0617,-8.856,0.176,88.218,0.127,24
421,علم قلبى,13,3scrMXNctsv72ejBLRsM4n,علم قلبى ريمكس,spotify:track:3scrMXNctsv72ejBLRsM4n,0.00119,0.691,0.695,0.00682,0.0877,-10.59,0.0612,92.015,0.297,16
422,أكتر واحد,1,3Myno7mzYuIaNrOGPlIheQ,ولا على باله,spotify:track:3Myno7mzYuIaNrOGPlIheQ,0.155,0.758,0.805,0.0184,0.113,-7.98,0.0376,116.966,0.331,37
423,أكتر واحد,2,5d0PC29PLRZqem6ZvjXkg2,أكتر واحد,spotify:track:5d0PC29PLRZqem6ZvjXkg2,0.0596,0.695,0.96,0.000711,0.0603,-6.93,0.0477,107.917,0.519,33
424,أكتر واحد,3,0wp1CXcc6zoTGt09exCO9t,كان طيب,spotify:track:0wp1CXcc6zoTGt09exCO9t,0.185,0.708,0.862,0.00129,0.0654,-7.305,0.0338,127.864,0.961,26
425,أكتر واحد,4,4K7FIcGEC85tziKhg48aBm,بعد الليالى,spotify:track:4K7FIcGEC85tziKhg48aBm,0.0994,0.663,0.739,5.18e-05,0.0558,-8.803,0.038,89.942,0.62,30
426,أكتر واحد,5,6FztXlnzRvHDbrwZNkev9Y,قلت إيه,spotify:track:6FztXlnzRvHDbrwZNkev9Y,0.0814,0.851,0.525,8.13e-06,0.0562,-8.876,0.0345,115.893,0.764,24
427,أكتر واحد,6,5JvTzecqTOUvPHen19aFt5,ولا ليله,spotify:track:5JvTzecqTOUvPHen19aFt5,0.108,0.746,0.881,1.44e-05,0.108,-6.474,0.052,109.932,0.903,19
428,أكتر واحد,7,38zjiMApyBeQw0QFHfRj2R,أدينى رجعتلك,spotify:track:38zjiMApyBeQw0QFHfRj2R,0.27,0.613,0.884,0,0.0607,-7.842,0.0466,179.877,0.679,25
429,أكتر واحد,8,1Ca9EpXKb3YhcB1l82oDhz,صدقنى خلاص,spotify:track:1Ca9EpXKb3YhcB1l82oDhz,0.257,0.572,0.463,0,0.155,-8.172,0.025,71.983,0.325,30
430,أكتر واحد,9,4Hk1KEIxPTidIsz4OshQ6O,أحبك أكرهك,spotify:track:4Hk1KEIxPTidIsz4OshQ6O,0.0204,0.734,0.811,1.26e-05,0.063,-7.624,0.0513,164.028,0.946,20
431,أكتر واحد,10,1367ZTVL5WmEQf4jviYm40,ياحبيبى لا,spotify:track:1367ZTVL5WmEQf4jviYm40,0.19,0.637,0.711,0,0.114,-8.713,0.0326,82.937,0.689,27
432,تملى معاك,1,0iHyLzEeCcu19aEC2M3o5M,العالم الله,spotify:track:0iHyLzEeCcu19aEC2M3o5M,0.125,0.721,0.799,4.62e-05,0.366,-7.998,0.0392,107.886,0.771,46
433,تملى معاك,2,6TYFcqqQVQPb3YsgfRhvqs,تملى معاك,spotify:track:6TYFcqqQVQPb3YsgfRhvqs,0.121,0.623,0.781,2.77e-05,0.101,-9.651,0.0373,167.874,0.346,53
434,تملى معاك,3,0Bu6NNsRKZR7a8pwrYVjWF,كده عينى عينك,spotify:track:0Bu6NNsRKZR7a8pwrYVjWF,0.295,0.739,0.82,0.00814,0.0478,-9.212,0.0331,127.839,0.965,33
435,تملى معاك,4,4hAfq4rgNhCBBLbHIQXGfX,وهى عامله إيه,spotify:track:4hAfq4rgNhCBBLbHIQXGfX,0.634,0.704,0.733,2.66e-05,0.226,-8.27,0.0368,149.92,0.785,34
436,تملى معاك,5,1u6ePI05DWTGlVTu0SIFIk,سنين,spotify:track:1u6ePI05DWTGlVTu0SIFIk,0.0561,0.692,0.77,3.64e-05,0.227,-8.924,0.0475,101.877,0.411,29
437,تملى معاك,6,69mTJOksbGpHsylQ5Vburn,أعمل إيه,spotify:track:69mTJOksbGpHsylQ5Vburn,0.471,0.697,0.844,0.00262,0.0877,-9.794,0.0452,147.819,0.753,29
438,تملى معاك,7,0W1hHxJIZqtPDajzDBDInO,لو كان يرضيك,spotify:track:0W1hHxJIZqtPDajzDBDInO,0.468,0.682,0.661,1.86e-05,0.274,-8.646,0.0368,89.942,0.754,29
439,تملى معاك,8,3Qh2xcleGnc1ESFYUhCNK0,بعترف,spotify:track:3Qh2xcleGnc1ESFYUhCNK0,0.65,0.564,0.472,8.56e-06,0.104,-10.014,0.0333,131.823,0.068,29
440,تملى معاك,9,7pqmDQxsJBouUVjkZT1u3m,قلبى اختارك,spotify:track:7pqmDQxsJBouUVjkZT1u3m,0.44,0.75,0.644,2.32e-05,0.0896,-8.063,0.0266,114.893,0.74,27
