album_name,song_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
El Hawa Sultan Rare Recordings,Al Habaib,0.511,0.371,0.588,0.0014,0.157,-8.425,0.0343,97.83200000000001,0.787,28
Ouwidini,Ouwidini,0.355,0.596,0.625,0.000259,0.0368,-9.286,0.0455,116.604,0.494,23
Ouwidini,Law Naweit,0.54,0.544,0.6829999999999999,0.00381,0.309,-8.648,0.0395,131.545,0.701,26
Ouwidini,Rouh Al Rouh,0.545,0.573,0.797,0.00979,0.195,-8.318,0.0408,149.725,0.8079999999999999,17
Ouwidini,Bta'atebni 'Ala Kilmat,0.515,0.608,0.6459999999999999,0.0005549999999999999,0.204,-8.487,0.0438,122.277,0.647,25
Ouwidini,Garahouna,0.517,0.5870000000000001,0.635,0.00159,0.593,-9.198,0.0384,136.93,0.8029999999999999,27
Ouwidini,Isma'ini BiKilmat,0.509,0.59,0.636,0.00042300000000000004,0.309,-9.316,0.0319,137.733,0.858,23
Ouwidini,Salamtak Biyed Allah,0.536,0.5539999999999999,0.6940000000000001,0.0,0.107,-9.621,0.0475,148.119,0.856,26
Rouh Al Rouh,Ba'eed 'Anak,0.6759999999999999,0.314,0.643,0.00161,0.161,-9.937999999999999,0.0741,126.015,0.586,4
Shei Ghareeb,Shei Gharib,0.64,0.408,0.598,0.000129,0.258,-9.192,0.0571,106.051,0.439,25
Shei Ghareeb,Ghalabah Fil Hob,0.273,0.513,0.773,1.4099999999999999e-05,0.35200000000000004,-7.957000000000001,0.24100000000000002,108.40100000000001,0.8959999999999999,23
Shei Ghareeb,Wayya Al Qadar,0.244,0.635,0.662,0.0,0.0465,-8.543,0.19899999999999998,91.10799999999999,0.75,24
Shei Ghareeb,Sayyad Al Toyour,0.754,0.405,0.461,0.0,0.0549,-10.055,0.057999999999999996,132.35,0.342,23
Shei Ghareeb,Al Hob Shatir,0.32299999999999995,0.423,0.515,1.69e-06,0.0414,-8.543,0.0376,118.32,0.465,23
Shei Ghareeb,Al Ghali,0.268,0.6459999999999999,0.7070000000000001,1.39e-06,0.0623,-9.872,0.0816,139.719,0.8059999999999999,24
Dul Mush Habayeb,Ana Radi Bel Sahar,0.332,0.63,0.693,0.0,0.055,-8.996,0.17800000000000002,91.891,0.556,5
Dul Mush Habayeb,Kedah Kifayah,0.327,0.716,0.43700000000000006,0.0,0.19399999999999998,-15.780999999999999,0.0926,82.249,0.6990000000000001,16
Dul Mush Habayeb,Ma Teoulou Leeh,0.449,0.591,0.527,0.0,0.0592,-12.149000000000001,0.17800000000000002,178.623,0.669,16
Dul Mush Habayeb,Dul Mush Habayeb,0.45299999999999996,0.639,0.36700000000000005,4.14e-06,0.0797,-13.841,0.0439,90.04,0.629,19
Dul Mush Habayeb,Leabet Nazar,0.284,0.685,0.519,0.000301,0.0776,-13.142000000000001,0.0778,126.96700000000001,0.517,4
Dul Mush Habayeb,Osha'a Akher Zaman,0.38299999999999995,0.728,0.444,0.0,0.10099999999999999,-16.459,0.195,90.376,0.769,10
Inta Gheirhom,Inta Gheirhom,0.5489999999999999,0.6890000000000001,0.67,0.0,0.38799999999999996,-9.352,0.057,89.992,0.7809999999999999,7
Inta Gheirhom,Alb Al Asheq Daleiloh,0.32799999999999996,0.522,0.7140000000000001,0.0,0.0896,-8.757,0.166,184.085,0.667,17
Inta Gheirhom,Habait Armi Al Shabbak,0.8109999999999999,0.532,0.599,1.77e-06,0.0634,-10.607000000000001,0.0684,94.99600000000001,0.444,18
Inta Gheirhom,Rohow Loh Wis'alouh,0.4,0.632,0.654,0.0,0.19399999999999998,-9.883,0.0562,90.0,0.6559999999999999,5
Inta Gheirhom,Al Forqah Sa'abah,0.284,0.6890000000000001,0.779,0.0008349999999999999,0.129,-8.513,0.0384,127.039,0.701,7
Inta Gheirhom,Besm Al Hob Al Jameel,0.311,0.541,0.757,0.0,0.141,-7.303999999999999,0.126,179.99400000000003,0.7490000000000001,5
Salaf W. Dayn,Salaf W Dayn,0.177,0.601,0.736,0.0,0.0649,-6.7379999999999995,0.07400000000000001,169.998,0.66,22
Salaf W. Dayn,Saber W Radi,0.0662,0.68,0.845,2.27e-05,0.0868,-6.571000000000001,0.0452,97.995,0.7609999999999999,21
Salaf W. Dayn,Iskot,0.124,0.6809999999999999,0.7959999999999999,0.0,0.35,-5.7989999999999995,0.09300000000000001,90.021,0.665,5
Salaf W. Dayn,Bentfakkar Bel Nass,0.19899999999999998,0.614,0.779,0.0,0.133,-6.811,0.165,89.906,0.7170000000000001,9
Salaf W. Dayn,Maarafchi,0.24100000000000002,0.741,0.816,5.57e-06,0.21,-5.521,0.0757,108.01799999999999,0.5770000000000001,6
Tabeeb Garah,Tabeeb Garah,0.624,0.511,0.622,3.5600000000000005e-05,0.408,-13.512,0.0949,183.327,0.732,23
Tabeeb Garah,Habibati Wal Zaman,0.507,0.7070000000000001,0.586,2.42e-05,0.10300000000000001,-12.819,0.10800000000000001,91.554,0.617,5
Tabeeb Garah,Kul Yowm,0.38799999999999996,0.409,0.45299999999999996,2.49e-05,0.0776,-13.195,0.048,106.00200000000001,0.599,5
Tabeeb Garah,Law Kul Ashiq,0.33399999999999996,0.529,0.516,1.04e-06,0.32899999999999996,-14.046,0.196,165.959,0.545,6
Tabeeb Garah,Tiksar Rehanak,0.255,0.588,0.643,0.000625,0.0647,-13.17,0.0926,186.387,0.655,4
Tabeeb Garah,Ana Asif,0.5670000000000001,0.609,0.6,0.000139,0.0572,-13.909,0.111,171.183,0.711,13
Zaman Al'Ajayeb,Youm El Wada'a,0.146,0.44,0.759,0.0,0.297,-4.881,0.0914,87.874,0.723,13
Zaman Al'Ajayeb,Kollena Magareeh,0.12,0.552,0.8170000000000001,1.12e-06,0.161,-5.207999999999999,0.124,84.36200000000001,0.742,6
Zaman Al'Ajayeb,El 'Asheq Minnena,0.19,0.603,0.6709999999999999,0.0,0.272,-4.523,0.141,83.77,0.5429999999999999,4
Zaman Al'Ajayeb,Leh Tehrabi,0.13,0.645,0.6829999999999999,0.0,0.154,-5.772,0.084,122.226,0.501,4
Zaman Al'Ajayeb,Lelhawa Ahkam,0.095,0.69,0.735,0.0,0.0501,-4.262,0.132,86.616,0.569,4
Zaman Al'Ajayeb,Zaman Al 'Ajayeb,0.0367,0.44299999999999995,0.649,0.0,0.33799999999999997,-5.343,0.0359,138.655,0.373,3
Kalam Ennas,Ya Baya'ein El Hawa - 2000 Digital Remaster;,0.26,0.7190000000000001,0.741,0.000148,0.0417,-9.825,0.0512,140.629,0.861,24
Kalam Ennas,Habibi Kidah - 2000 Digital Remaster;,0.342,0.7859999999999999,0.635,0.0,0.0743,-8.264,0.0672,103.855,0.9620000000000001,23
Kalam Ennas,Law Yeua'idni El Hawa - 2000 Digital Remaster;,0.491,0.633,0.726,0.0,0.10400000000000001,-9.404,0.0546,141.924,0.8640000000000001,22
Kalam Ennas,Harimna Min Onsak - 2000 Digital Remaster;,0.643,0.6859999999999999,0.7859999999999999,0.0,0.358,-5.973,0.068,124.885,0.725,22
Kalam Ennas,El Houb El Awalani - 2000 Digital Remaster;,0.5529999999999999,0.733,0.654,9.85e-05,0.0682,-9.577,0.0595,98.17299999999999,0.583,29
Kalam Ennas,Kalam Ennas,0.5579999999999999,0.5820000000000001,0.5479999999999999,5.2000000000000004e-05,0.0503,-9.941,0.0757,185.122,0.774,40
Haflet Taj Mahal,Awal Alshoir - Mawal,0.505,0.456,0.292,3.72e-05,0.7170000000000001,-9.07,0.0461,56.305,0.267,6
Haflet Taj Mahal,Yalli Te'ebna Snin Bihawak,0.0291,0.33799999999999997,0.381,0.00118,0.355,-13.259,0.0621,168.132,0.262,5
Haflet Taj Mahal,Mawal,0.204,0.348,0.503,0.0,0.784,-10.012,0.0543,152.233,0.5720000000000001,5
Haflet Taj Mahal,Te'eb L'ouloub,0.772,0.40299999999999997,0.87,0.0122,0.588,-2.841,0.106,133.849,0.255,4
Haflet Taj Mahal,Ma Endaksh Fikrah,0.7140000000000001,0.337,0.708,0.00021899999999999998,0.87,-7.7010000000000005,0.0595,136.79399999999998,0.439,4
Haflet Taj Mahal,Debna a Ghyabak,0.601,0.32299999999999995,0.7929999999999999,6.04e-05,0.701,-3.075,0.047,142.59799999999998,0.39399999999999996,6
Haflet Taj Mahal,Ya Mwaldani,0.501,0.401,0.7709999999999999,3.56e-06,0.6859999999999999,-6.682,0.0633,131.179,0.657,5
Haflet Taj Mahal,Mawal Layali,0.124,0.239,0.32899999999999996,0.00044100000000000004,0.276,-8.588,0.0342,89.319,0.039,4
Haflet Taj Mahal,Terghalli,0.122,0.49700000000000005,0.746,0.0038200000000000005,0.684,-6.155,0.0559,104.34100000000001,0.66,22
Haflet Taj Mahal,Baeed Anak,0.00114,0.28800000000000003,0.584,0.0,0.907,-9.164,0.0514,97.083,0.478,7
Sahran,Gamda Bas,0.10400000000000001,0.8320000000000001,0.9,0.000168,0.0719,-5.234,0.0601,116.699,0.867,44
Sahran,Sahran,0.149,0.7070000000000001,0.88,0.000213,0.0673,-5.266,0.0274,103.17,0.941,48
Sahran,Hayeish Yeftekerni,0.405,0.595,0.57,0.0,0.10099999999999999,-7.438,0.0254,142.138,0.361,45
Sahran,Mahragan,0.0731,0.698,0.889,0.00491,0.0823,-4.707,0.0312,136.563,0.9590000000000001,43
Sahran,Gamila,0.48,0.672,0.9159999999999999,0.0009050000000000001,0.353,-5.438,0.0339,103.182,0.69,44
Sahran,Bel Dehhka Dee,0.2,0.782,0.799,0.000336,0.0325,-6.697,0.0279,123.402,0.8170000000000001,42
Sahran,Aam El Tabeeb,0.511,0.7829999999999999,0.787,0.000195,0.163,-5.619,0.031,106.536,0.816,43
Sahran,Makanak Fe Alby,0.529,0.386,0.573,0.0,0.243,-6.575,0.0465,72.065,0.479,44
Sahran,Helwa El Bedayat,0.0291,0.631,0.84,0.000737,0.302,-6.388999999999999,0.0374,134.566,0.39399999999999996,45
Sahran,Zay Manty,0.85,0.624,0.6509999999999999,3.53e-06,0.0879,-5.952999999999999,0.0344,96.366,0.752,44
Sahran,Ya Rawa'anek,0.0988,0.715,0.841,0.00015,0.0735,-6.348,0.0316,122.34200000000001,0.746,41
Sahran,Rooh,0.348,0.47600000000000003,0.693,0.00375,0.321,-7.079,0.0669,182.495,0.452,41
Sahran,Bahebo,0.183,0.6759999999999999,0.91,0.218,0.33899999999999997,-6.518,0.0291,129.545,0.963,45
Sahran,Odam Merayetha,0.0803,0.624,0.8340000000000001,0.00151,0.0448,-5.599,0.0583,186.13299999999998,0.741,45
Sahran,Youm Talat,0.147,0.7879999999999999,0.847,0.000489,0.107,-5.5089999999999995,0.0402,108.56,0.787,44
Sahran,Awel Youm Fi Elboad,0.539,0.5720000000000001,0.625,0.000951,0.0718,-5.3229999999999995,0.132,166.253,0.44299999999999995,39
Ya Tariq Ya Tariq,Waqt w 3eshnah,0.563,0.377,0.27899999999999997,0.00263,0.263,-13.17,0.0296,92.363,0.28800000000000003,29
Ya Tariq Ya Tariq,Ahdan ElGabal,0.757,0.402,0.276,0.00019099999999999998,0.511,-14.06,0.0308,107.84200000000001,0.244,28
Ya Tariq Ya Tariq,Baheb Elhayah,0.542,0.34,0.457,0.0,0.13699999999999998,-12.972999999999999,0.0412,127.425,0.488,28
Ya Tariq Ya Tariq,Nawar Ya Liel,0.509,0.616,0.705,2.18e-06,0.129,-11.100999999999999,0.0365,140.845,0.9159999999999999,28
Ya Tariq Ya Tariq,Ya Tariq Ya Tariq,0.6629999999999999,0.35100000000000003,0.507,4.52e-06,0.14300000000000002,-11.552,0.0544,161.063,0.8029999999999999,28
Ya Tariq Ya Tariq,Elzaman,0.591,0.33299999999999996,0.358,3.64e-06,0.24600000000000002,-12.405999999999999,0.0312,95.913,0.28800000000000003,21
Ya Tariq Ya Tariq,Elmadina,0.315,0.287,0.45,1.0800000000000002e-05,0.4,-10.436,0.0307,107.307,0.413,12
Ya Tariq Ya Tariq,Ahla Ya Donia,0.78,0.569,0.5770000000000001,0.0,0.239,-10.632,0.0424,121.632,0.7170000000000001,11
Kol Hayaty,Ya Saher,0.0963,0.745,0.9390000000000001,0.0,0.0791,-4.35,0.134,101.486,0.74,36
Kol Hayaty,Yetalemo,0.243,0.757,0.879,0.0,0.081,-5.5089999999999995,0.0365,126.76899999999999,0.722,43
Kol Hayaty,Kont Fe Baly,0.899,0.349,0.293,7.12e-06,0.555,-8.204,0.0428,82.23,0.456,38
Kol Hayaty,Enta Maghroor,0.22699999999999998,0.745,0.715,5.46e-06,0.0533,-6.354,0.20800000000000002,93.76,0.695,37
Kol Hayaty,Bayen Habeit,0.193,0.785,0.7659999999999999,0.000125,0.285,-5.712000000000001,0.0429,111.641,0.779,45
Kol Hayaty,Da Law Etsab,0.28800000000000003,0.703,0.902,0.00402,0.0752,-5.556,0.0406,130.286,0.961,42
Kol Hayaty,Hadded,0.563,0.6629999999999999,0.723,4.11e-06,0.201,-4.4,0.0514,154.184,0.51,39
Kol Hayaty,Kol Hayaty,0.599,0.49700000000000005,0.523,0.0,0.23399999999999999,-5.091,0.0304,121.947,0.37,36
Kol Hayaty,Malak Elhosn,0.114,0.715,0.81,1.7100000000000002e-05,0.0431,-6.692,0.11,103.73899999999999,0.619,34
Kol Hayaty,A'alk Nedem,0.0755,0.667,0.782,0.000317,0.263,-4.685,0.0285,125.148,0.777,34
Kol Hayaty,Bayen Habeit (Inspired by Amr Diab),0.8059999999999999,0.695,0.364,3.18e-06,0.0635,-6.558,0.0245,96.675,0.5489999999999999,37
Kol Hayaty,Ya Hanaah,0.207,0.392,0.871,0.0005070000000000001,0.354,-8.238,0.0664,97.09100000000001,0.628,35
Kol Hayaty,Taali,0.0243,0.72,0.725,2.8699999999999996e-05,0.0689,-5.811,0.0575,129.875,0.528,36
Meaddy El Nas,Alby Etmannah,0.48200000000000004,0.7140000000000001,0.754,4.3700000000000005e-05,0.0438,-7.005,0.0376,100.28,0.866,50
Meaddy El Nas,Amar Eah,0.0309,0.682,0.772,0.00867,0.0642,-6.653,0.0421,132.248,0.757,30
Meaddy El Nas,Ah Habiby,0.07400000000000001,0.718,0.728,0.00563,0.0178,-7.341,0.0314,115.939,0.96,36
Meaddy El Nas,Awel Kol Haga,0.614,0.5479999999999999,0.5760000000000001,0.0008880000000000001,0.14400000000000002,-6.105,0.055,80.355,0.326,34
Meaddy El Nas,Agmal Eyoun,0.509,0.767,0.7959999999999999,3.87e-06,0.0973,-6.9079999999999995,0.0453,110.89200000000001,0.7490000000000001,41
Meaddy El Nas,Nghamet El Herman,0.38299999999999995,0.6829999999999999,0.9079999999999999,0.135,0.0778,-6.02,0.0582,147.482,0.9420000000000001,31
Meaddy El Nas,Ganb Habiby,0.0905,0.6990000000000001,0.843,1.2e-05,0.0875,-5.961,0.0646,130.236,0.606,33
Meaddy El Nas,Habayeb Eh,0.87,0.607,0.368,2.79e-06,0.113,-10.062999999999999,0.0342,117.042,0.188,34
Meaddy El Nas,Meaddy El Nas,0.484,0.6,0.8640000000000001,0.158,0.145,-6.848,0.0521,189.313,0.887,35
Meaddy El Nas,Ya Ahla Haga,0.504,0.593,0.73,0.0038799999999999998,0.26899999999999996,-6.981,0.0422,122.015,0.33799999999999997,35
Mn Asmaa Allah Al Hosna,Allah,0.8140000000000001,0.361,0.261,9.640000000000001e-05,0.124,-9.502,0.0337,85.635,0.401,13
Mn Asmaa Allah Al Hosna,Al Rahman,0.8440000000000001,0.33399999999999996,0.312,3.94e-06,0.0924,-8.543,0.0411,73.53,0.336,12
Mn Asmaa Allah Al Hosna,Al Salam,0.895,0.35200000000000004,0.28300000000000003,0.0,0.0692,-7.446000000000001,0.0485,72.814,0.293,11
Mn Asmaa Allah Al Hosna,Al Khaliq,0.871,0.364,0.201,0.0,0.115,-11.458,0.0448,167.56799999999998,0.34600000000000003,11
Mn Asmaa Allah Al Hosna,Al Musawwir,0.938,0.306,0.21,0.0,0.1,-7.507000000000001,0.038,77.015,0.342,10
Mn Asmaa Allah Al Hosna,Al Ghaffar,0.82,0.371,0.284,0.0,0.102,-6.5120000000000005,0.0507,158.724,0.34,10
Mn Asmaa Allah Al Hosna,Al Razaq,0.924,0.354,0.303,0.0,0.107,-7.812,0.039,88.556,0.389,10
Mn Asmaa Allah Al Hosna,Al Fatah,0.8690000000000001,0.461,0.297,8.71e-06,0.0787,-6.976,0.0356,108.42399999999999,0.46,10
Mn Asmaa Allah Al Hosna,Al Baset,0.9309999999999999,0.38799999999999996,0.26899999999999996,7.31e-05,0.11599999999999999,-8.552999999999999,0.0302,86.249,0.22,10
Mn Asmaa Allah Al Hosna,Al Haq,0.905,0.457,0.315,4.03e-05,0.125,-7.7,0.046,111.024,0.344,10
Mn Asmaa Allah Al Hosna,Al Qawwi,0.823,0.406,0.28600000000000003,0.0,0.124,-8.174,0.0478,125.868,0.594,10
Mn Asmaa Allah Al Hosna,Al Barr,0.907,0.322,0.309,0.0006129999999999999,0.079,-8.612,0.033,77.043,0.384,10
Mn Asmaa Allah Al Hosna,Al Afuw,0.856,0.37,0.299,0.0,0.21600000000000003,-8.132,0.0386,113.765,0.318,10
Mn Asmaa Allah Al Hosna,Al Ghanni,0.857,0.292,0.325,0.00251,0.102,-9.213,0.0311,85.064,0.41100000000000003,9
Mn Asmaa Allah Al Hosna,Al Moghni,0.902,0.401,0.25,0.0,0.102,-9.501,0.0307,74.678,0.424,9
Mn Asmaa Allah Al Hosna,Al Noor,0.758,0.27399999999999997,0.284,0.0,0.174,-8.317,0.0357,82.89299999999999,0.379,10
Mn Asmaa Allah Al Hosna,Al Hadi,0.9009999999999999,0.36,0.306,0.0,0.17300000000000001,-9.482999999999999,0.0436,148.98,0.115,9
Mn Asmaa Allah Al Hosna,Al Badea,0.9159999999999999,0.408,0.228,8.170000000000001e-05,0.244,-10.075,0.040999999999999995,114.814,0.28800000000000003,9
Mn Asmaa Allah Al Hosna,Al Baqi,0.8290000000000001,0.37799999999999995,0.272,0.0,0.231,-7.132999999999999,0.0362,91.65100000000001,0.358,9
Mn Asmaa Allah Al Hosna,Al Sabour,0.764,0.319,0.365,0.0,0.0831,-8.042,0.0473,177.115,0.41700000000000004,9
Ahla W Ahla,Rasmaha,0.154,0.628,0.882,7.64e-05,0.325,-5.615,0.16,198.842,0.7709999999999999,30
Ahla W Ahla,Ahla W Ahla,0.111,0.6729999999999999,0.743,2.9299999999999997e-05,0.038,-6.09,0.0272,105.455,0.8,30
Ahla W Ahla,Maak Alby,0.723,0.41100000000000003,0.368,0.0,0.106,-11.068,0.0371,129.355,0.322,39
Ahla W Ahla,Amentak,0.551,0.5870000000000001,0.687,0.000276,0.0553,-7.625,0.0647,191.71599999999998,0.626,26
Ahla W Ahla,La La,0.0517,0.654,0.85,0.007209999999999999,0.11599999999999999,-6.979,0.0466,139.95,0.7959999999999999,33
Ahla W Ahla,Aks Baad,0.341,0.56,0.5760000000000001,0.0,0.0796,-6.765,0.0292,143.898,0.28,30
Ahla W Ahla,Habibty,0.337,0.75,0.804,0.007240000000000001,0.0507,-7.9639999999999995,0.0354,126.818,0.925,25
Ahla W Ahla,Waadtak,0.611,0.63,0.9109999999999999,0.00073,0.0978,-6.322,0.11699999999999999,193.113,0.851,29
Ahla W Ahla,Ragea,0.28,0.737,0.488,0.0,0.0863,-8.788,0.0344,146.055,0.68,40
Ahla W Ahla,Ala Hobak,0.522,0.738,0.747,0.0023899999999999998,0.13699999999999998,-8.505,0.03,104.22200000000001,0.738,29
Ahla W Ahla,Ana W Enta,0.733,0.6,0.45799999999999996,0.0,0.303,-7.692,0.0335,121.538,0.33299999999999996,31
Ahla W Ahla,Omrena Ma Hanergea,0.0612,0.657,0.9159999999999999,0.00432,0.27399999999999997,-7.136,0.0485,135.013,0.8490000000000001,26
أحلى ما غنى عمرو دياب,عايش معاك,0.102,0.754,0.708,9.96e-05,0.0502,-8.874,0.048,134.764,0.9570000000000001,21
أحلى ما غنى عمرو دياب,مش كل واحد,0.336,0.628,0.547,5.63e-06,0.0922,-7.398,0.0359,81.045,0.256,22
أحلى ما غنى عمرو دياب,رضيت,0.0237,0.677,0.853,0.0,0.0793,-8.115,0.0355,132.752,0.938,17
أحلى ما غنى عمرو دياب,وهي ذكريات,0.59,0.526,0.49200000000000005,1.4000000000000001e-05,0.109,-9.543,0.0457,153.576,0.22399999999999998,25
أحلى ما غنى عمرو دياب,يهمك في إيه,0.188,0.539,0.555,1.03e-06,0.0935,-8.243,0.0309,145.172,0.48100000000000004,22
أحلى ما غنى عمرو دياب,مقدرش أنا,0.302,0.777,0.862,0.00040899999999999997,0.0541,-5.841,0.0361,133.08,0.971,21
أحلى ما غنى عمرو دياب,جماله,0.261,0.6990000000000001,0.937,0.0194,0.0563,-5.682,0.055,105.522,0.941,20
أحلى ما غنى عمرو دياب,انا مش اناني,0.231,0.56,0.862,0.0372,0.16399999999999998,-6.882999999999999,0.0363,157.234,0.764,21
أحلى ما غنى عمرو دياب,قصاد عيني,0.43700000000000006,0.6559999999999999,0.491,1.6800000000000002e-05,0.364,-9.647,0.0417,77.922,0.444,26
أحلى ما غنى عمرو دياب,ايوا اتغيرت,0.254,0.7240000000000001,0.802,0.000772,0.355,-5.872000000000001,0.0339,127.62299999999999,0.7709999999999999,18
أحلى ما غنى عمرو دياب,وماله,0.358,0.645,0.644,2.55e-06,0.0862,-7.904,0.0399,144.675,0.507,22
أحلى ما غنى عمرو دياب,يا حب دوبنا,0.155,0.617,0.885,0.004229999999999999,0.249,-6.402,0.0384,143.134,0.885,17
أحلى ما غنى عمرو دياب,ساعة الفراق,0.768,0.478,0.504,0.0009029999999999999,0.128,-7.8660000000000005,0.034,135.628,0.14300000000000002,19
أحلى ما غنى عمرو دياب,وحشتينى,0.172,0.639,0.643,0.0,0.0658,-9.513,0.0407,76.258,0.569,21
أحلى ما غنى عمرو دياب,سبت فراغ كبير,0.16899999999999998,0.5579999999999999,0.677,0.0,0.198,-6.711,0.0274,131.439,0.42200000000000004,25
أحلى ما غنى عمرو دياب,يوم ما إتقابلنا,0.361,0.447,0.73,7.879999999999999e-05,0.179,-7.31,0.0448,71.926,0.643,18
Ya Tareeq,Ya Tareeq Ya Tareeq,0.515,0.574,0.7929999999999999,0.0192,0.067,-7.702999999999999,0.0856,81.539,0.672,7
Ya Tareeq,El Madeena,0.0349,0.276,0.496,0.00215,0.32799999999999996,-8.33,0.0301,107.348,0.42700000000000005,6
Ya Tareeq,Bheb El Hayah,0.621,0.51,0.711,0.198,0.0899,-8.955,0.0555,127.07600000000001,0.6920000000000001,7
Ya Tareeq,El Zaman,0.348,0.436,0.539,1.08e-06,0.0982,-7.915,0.0291,96.126,0.345,6
Ya Tareeq,Nawar Ya Leyl,0.336,0.68,0.831,0.00158,0.0477,-7.851,0.0474,145.653,0.9740000000000001,6
Ya Tareeq,Wa't We Eshnah,0.5660000000000001,0.373,0.461,1.62e-06,0.165,-7.996,0.0278,91.751,0.248,5
Ya Tareeq,Ahla Donia,0.621,0.424,0.583,0.000196,0.242,-9.895,0.0599,125.22,0.5820000000000001,4
Ya Tareeq,Ahdan El Gabal,0.831,0.131,0.402,0.0158,0.43799999999999994,-9.458,0.035,75.005,0.221,5
Shoft El Ayam,Shoft El Ayam,0.0764,0.584,0.7859999999999999,0.000349,0.124,-5.926,0.0309,128.637,0.6509999999999999,22
Shoft El Ayam,Gamalo,0.261,0.6990000000000001,0.937,0.0194,0.0563,-5.682,0.055,105.522,0.941,23
Shoft El Ayam,We Hatebtady,0.10300000000000001,0.604,0.953,0.012,0.0645,-6.141,0.0455,142.061,0.955,20
Shoft El Ayam,Ana Mosh Anani,0.231,0.56,0.862,0.0372,0.16399999999999998,-6.882999999999999,0.0363,157.234,0.764,24
Shoft El Ayam,We Neesh,0.0321,0.636,0.868,1.42e-05,0.1,-6.053,0.034,127.88,0.8640000000000001,15
Shoft El Ayam,Mosh Gedid,0.0579,0.596,0.9420000000000001,0.009640000000000001,0.264,-5.992000000000001,0.0666,132.737,0.9329999999999999,16
Shoft El Ayam,Saet El Forak,0.768,0.478,0.504,0.0009029999999999999,0.128,-7.8660000000000005,0.034,135.628,0.14300000000000002,23
Shoft El Ayam,Jana,0.128,0.6579999999999999,0.852,0.00075,0.0375,-6.61,0.0664,105.236,0.716,17
Shoft El Ayam,Kan Kol Haga,0.10300000000000001,0.7120000000000001,0.8170000000000001,0.00415,0.36200000000000004,-6.1739999999999995,0.0399,128.645,0.943,22
Shoft El Ayam,Aiwa Etghaiart,0.254,0.7240000000000001,0.802,0.000772,0.355,-5.872000000000001,0.0339,127.62299999999999,0.7709999999999999,21
Shoft El Ayam,Aho Leli We Adda,0.10400000000000001,0.63,0.9420000000000001,0.0122,0.161,-5.523,0.0365,126.58,0.87,16
Banadeek Ta'ala,Banadeek Ta'ala,0.00421,0.653,0.884,0.0,0.0571,-4.893,0.0497,128.3,0.9259999999999999,26
Banadeek Ta'ala,Halla Halla,0.0989,0.762,0.8640000000000001,0.000102,0.0871,-5.892,0.114,94.80799999999999,0.8540000000000001,16
Banadeek Ta'ala,Ma'drrsh Ana,0.302,0.777,0.862,0.00040899999999999997,0.0541,-5.841,0.0361,133.08,0.971,21
Banadeek Ta'ala,Allumak Leh,0.228,0.6990000000000001,0.74,1.0800000000000002e-05,0.102,-6.977,0.0321,126.98700000000001,0.8270000000000001,19
Banadeek Ta'ala,Ma'ak Bartaah,0.0222,0.569,0.84,0.42,0.33899999999999997,-7.632000000000001,0.0337,129.02200000000002,0.45799999999999996,29
Banadeek Ta'ala,Yareet Senk,0.0256,0.632,0.747,0.0103,0.0693,-6.726,0.0468,169.937,0.9640000000000001,14
Banadeek Ta'ala,Mally Einaya,0.106,0.679,0.924,0.222,0.299,-3.247,0.0296,136.204,0.963,16
Banadeek Ta'ala,Heya Hayaty,0.212,0.691,0.772,0.106,0.121,-8.048,0.0537,131.05100000000002,0.81,21
Banadeek Ta'ala,Youm Mat'belna,0.361,0.447,0.73,7.879999999999999e-05,0.179,-7.31,0.0448,71.926,0.643,22
Banadeek Ta'ala,Aghla Min Omry,0.068,0.7070000000000001,0.903,0.00144,0.0769,-6.061,0.0348,128.472,0.898,18
Banadeek Ta'ala,Aref Habiby,0.32,0.7020000000000001,0.728,0.00145,0.111,-7.584,0.027999999999999997,127.376,0.76,18
Banadeek Ta'ala,Tagroba Wa Addet,0.018000000000000002,0.713,0.9640000000000001,0.00185,0.0692,-4.843999999999999,0.0348,131.44299999999998,0.924,20
Wayah,Wayah,0.0236,0.747,0.618,8.46e-05,0.10300000000000001,-9.383,0.0655,126.081,0.46799999999999997,39
Wayah,Ba'adem Alby,0.14400000000000002,0.6859999999999999,0.72,2.67e-06,0.198,-7.94,0.0347,153.35299999999998,0.96,20
Wayah,Illa Habibi,0.337,0.679,0.777,6.04e-06,0.182,-8.326,0.0311,141.309,0.973,42
Wayah,Allah Ala Hobak,0.0124,0.72,0.64,0.0104,0.0825,-10.124,0.053,131.13,0.626,24
Wayah,Yehemak Fe Eh,0.207,0.54,0.546,0.0,0.0938,-8.236,0.0302,145.062,0.506,28
Wayah,Helwa El Ayam,0.16899999999999998,0.611,0.67,0.0,0.0793,-7.297999999999999,0.06,102.524,0.6709999999999999,22
Wayah,Tameny,0.218,0.851,0.6759999999999999,5.28e-05,0.251,-8.565,0.0752,110.65799999999999,0.968,21
Wayah,Malak,0.129,0.638,0.784,0.00976,0.373,-7.981,0.0374,134.77200000000002,0.8959999999999999,21
Wayah,Wehyati Khaliki,0.35200000000000004,0.741,0.583,0.000233,0.11599999999999999,-11.745,0.0482,137.116,0.251,21
Wayah,Einy Wana Shayfo,0.00398,0.653,0.7509999999999999,2.23e-06,0.069,-8.794,0.0409,130.817,0.6920000000000001,25
